140, 140, 0,
0, 0, 0,
0, 140, 0,
140, 0, 0,
140, 0, 0,
140, 140, 0,
0, 0, 0,
0, 140, 0,
140, 140, 0,
140, 0, 240,
140, 0, 0,
140, 140, 240,
140, 140, 240,
140, 140, 0,
140, 0, 240,
140, 0, 0,
140, 0, 240,
0, 0, 0,
140, 0, 0,
0, 0, 240,
0, 0, 240,
140, 0, 240,
0, 0, 0,
140, 0, 0,
0, 140, 240,
0, 0, 0,
0, 0, 240,
0, 140, 0,
0, 140, 0,
0, 140, 240,
0, 0, 0,
0, 0, 240,
0, 140, 240,
140, 140, 0,
0, 140, 0,
140, 140, 240,
140, 140, 240,
0, 140, 240,
140, 140, 0,
0, 140, 0,
140, 140, 240,
70, 70, 270,
140, 0, 240,
140, 0, 240,
70, 70, 270,
140, 140, 240,
140, 0, 240,
70, 70, 270,
0, 0, 240,
0, 0, 240,
70, 70, 270,
140, 0, 240,
70, 70, 270,
0, 140, 240,
0, 0, 240,
0, 0, 240,
0, 140, 240,
70, 70, 270,
140, 140, 240,
0, 140, 240,
70, 70, 270,
70, 70, 270,
0, 140, 240,
140, 140, 240
