0, 0, -1,
0, 0, -1,
0, 0, -1,
0, 0, -1,
-0, -0, 1,
-0, -0, 1,
-0, -0, 1,
-0, -0, 1,
1, 0, 0,
1, 0, 0,
1, 0, 0,
1, 0, 0,
-1, -0, -0,
-1, -0, -0,
-1, -0, -0,
-1, -0, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
0, 1, 0,
0, 1, 0,
0, 1, 0,
0, 1, 0,
-1, 0, 0,
-1, 0, 0,
-1, 0, 0,
-1, 0, 0,
1, -0, -0,
1, -0, -0,
1, -0, -0,
1, -0, -0,
-0, 1, 0,
-0, 1, 0,
-0, 1, 0,
-0, 1, 0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0.3939193, -0, 0.919145,
0.3939193, -0, 0.919145,
0.3939193, -0, 0.919145,
-0.3939193, 0, -0.919145,
-0.3939193, 0, -0.919145,
-0.3939193, 0, -0.919145,
-0, -0.3939193, 0.919145,
-0, -0.3939193, 0.919145,
-0, -0.3939193, 0.919145,
0, 0.3939193, -0.919145,
0, 0.3939193, -0.919145,
0, 0.3939193, -0.919145,
-0.3939193, -0, 0.919145,
-0.3939193, -0, 0.919145,
-0.3939193, -0, 0.919145,
0.3939193, 0, -0.919145,
0.3939193, 0, -0.919145,
0.3939193, 0, -0.919145,
-0, 0.3939193, 0.919145,
-0, 0.3939193, 0.919145,
-0, 0.3939193, 0.919145,
0, -0.3939193, -0.919145,
0, -0.3939193, -0.919145,
0, -0.3939193, -0.919145
